income,debt_ratio,credit_score,employment_years,loan_amount,interest_rate,num_accounts,delinquencies,credit_utilization,monthly_payment,loan_term,savings,age,gender,default
76094.0,-0.10212318806955067,654.0,4.2,24431.0,2.0,1.5998483683589497,1.5614181242825214,1.326741754331675,0.9941256585034265,0.17678541449169105,2.242433717154372,25-40,F,1
41268.0,1.6329979769531373,734.0,8.7,1000.0,6.01,1.8193907909248062,1.1587901750028238,0.06458916021605837,-2.7484268096897457,2.235926972960037,-0.4581314060042758,<25,M,0
71548.0,-2.6693387725367392,739.0,18.7,2261.0,2.0,2.7115586503627602,-0.3026392583295153,-0.5570475524920351,-0.41988302329974125,3.247111974701575,-0.41401215315693385,>60,M,1
87677.0,-0.892019348562531,557.0,2.7,38390.0,4.51,0.4564915443543519,1.6715598164340872,-0.04600492459174851,1.0674019014538993,-0.29836235477983,0.7707265717213023,25-40,F,0
50493.0,0.2682302889111696,702.0,6.7,15576.0,20.55,0.7284119040351147,4.307010660097706,0.37338023492230876,-4.197359336001345,1.386228015377747,1.7795582485887698,40-60,F,0
79190.0,-2.5968127614577767,739.0,12.1,18944.0,4.97,1.0457265280861263,-0.7356144033376006,-0.31004202425795235,-2.297923394385559,0.2004384218435762,-3.4977556487217134,25-40,M,1
19133.0,-0.5025257698874253,612.0,6.1,31377.0,26.0,-1.0931985602998697,2.5349507926381447,-0.5108253810263469,-0.9886784386527406,0.8120282211143599,0.7840089085391693,40-60,F,0
64924.0,-3.3409890600409367,515.0,13.4,4491.0,12.64,-0.8642127736719788,-2.079747044626049,-0.27373834640369726,-1.8018155434626695,-0.6252565879888838,0.49458863318045865,40-60,M,0
30186.0,0.8663672241853441,651.0,6.6,1000.0,3.66,0.9894594788567909,-0.009176383017607481,-0.6732426235915268,-0.9171418626664467,2.605623852839957,-0.2658616967282189,25-40,M,0
52436.0,-1.3140172798368748,725.0,17.9,20519.0,2.0,1.6785957726874554,-0.329778778148343,-0.4693757875065995,0.42906309869151293,3.2033805142621166,-0.7563901768909155,>60,M,0
45137.0,-2.1064205301556536,692.0,9.6,86866.0,6.44,-0.7386618325308225,2.1212144076854513,1.3874467233730277,0.8932727032954351,2.3557895727909797,0.2360299849951164,40-60,M,0
36253.0,2.45551963458832,744.0,6.0,8339.0,2.0,1.3841393703953764,-0.12875603122097923,-0.6315820218576125,-0.662454028819724,2.1479653701547687,-1.5803720843590954,>60,M,0
45860.0,-2.3512460150586287,850.0,2.9,64198.0,2.0,4.5256215403685776,-0.1288587042140621,0.8627311495986864,0.11081159567447041,3.3545968261516395,1.6538165671553346,>60,F,1
66491.0,0.8692037211565377,850.0,10.5,24096.0,2.0,6.100545286625641,3.6596967376375824,1.1511528632679464,-0.6324163132489694,2.0396010496274055,-3.3545844205386364,40-60,F,0
83598.0,-2.680731679828527,700.0,6.6,1000.0,2.0,2.0199172536141545,-1.0983246873505141,-1.141963594486346,-2.968284623648332,1.5055909246450083,0.0867669593871252,>60,F,1
-23254.0,0.2808089699165197,844.0,8.2,1000.0,17.85,3.0537914655168152,2.771650060751634,-1.076531697765114,0.7409928172823003,3.0014033414266597,1.194688598806486,<25,M,0
74839.0,-2.5408783585853296,850.0,10.8,35882.0,2.0,4.012837257264193,1.3193878362785418,2.137747342803168,-1.8864304750472742,0.9557587659169556,-0.49422737147435924,25-40,M,1
89087.0,1.8043816180015597,560.0,6.6,23573.0,3.47,-0.11949328499510396,-1.7240711338346189,-0.034732262261513734,-0.15840332336533525,-1.8424676602576748,-2.989724806784227,<25,F,0
46398.0,-0.3743414542167014,466.0,7.9,20084.0,16.12,-2.0076155885965554,-1.3209675932314466,-0.32928948400427754,-1.407642650495839,-0.1430265345017221,-0.7964684098365526,25-40,M,0
69122.0,-1.509005487748361,850.0,3.3,36238.0,7.96,2.4991360506778832,-2.7868759495516278,0.8736253573992604,-1.8027043187750489,-3.046256226118356,-1.0886910574415243,25-40,M,1
45089.0,-2.073820167937257,633.0,12.2,1000.0,2.0,1.3557616815284665,-1.4755610738147278,0.6273174291176178,0.4629499056250125,2.274440264559117,1.9765325037414399,25-40,M,0
59382.0,-2.1463464697283827,621.0,8.6,1000.0,3.76,2.174470116558717,0.04939992127706816,0.38497424162638477,0.9455844268212605,0.8519507448011867,-1.8026907667410723,40-60,F,1
11477.0,-1.8636026227746705,850.0,7.9,1000.0,2.0,5.720578034052852,1.51147667771684,0.1244666505963687,2.4309995911258575,2.7279705998778594,2.549670202880316,25-40,M,0
51139.0,1.0647956317285205,639.0,3.6,1000.0,4.0,1.6537508110353716,-1.3666269290883992,0.38824458044028504,-2.208268563925114,0.9937093513252379,-1.8184122558807945,25-40,M,0
58655.0,0.2882635035370986,572.0,15.0,1000.0,9.98,1.6932875722137612,0.2928460994757489,-1.1282490112117824,-1.6208790504705823,0.047400629649039905,1.8379066884882986,40-60,F,1
21934.0,2.3722059759041967,781.0,13.2,1000.0,23.64,0.8999045868566954,2.53301719570631,-0.7819564447536247,-3.441320665261623,0.6240030398730697,-0.2248356874965597,<25,M,0
106079.0,-3.8286820591002195,826.0,14.8,37362.0,2.0,3.6438367149904214,-1.2219674487350702,-1.6721712877479982,3.154620245018278,1.5716858000136757,-3.2454219486363645,40-60,M,0
50017.0,-1.2306659128514281,686.0,3.6,1000.0,7.06,2.9278775872150815,-0.29916633486207955,-0.2801919674382956,0.44249078204306436,-0.07850982653145899,0.9589435641814225,<25,M,0
27500.0,-0.2529564619882676,850.0,5.6,1000.0,12.83,3.217521485345752,-1.6913668227273437,-0.5509514790470553,0.7601740032138735,-1.708511994249824,1.040259628136735,>60,M,0
43441.0,0.5958671806380622,761.0,8.1,1000.0,2.0,2.76578366376455,-2.917614423089735,0.10795164816935787,1.4339041494377824,-0.9471942893061387,1.2447338403293744,40-60,F,0
79158.0,-2.47969690484189,335.0,4.4,35063.0,12.09,-2.8517008355007585,-0.22972060457560073,-0.15267310634812034,-2.761768238074516,1.0890107112006775,-2.87653489165872,25-40,M,1
48196.0,-0.9568854403520957,765.0,11.9,36464.0,2.0,0.16369573224131356,-4.492919425162401,-2.1563345774553753,0.2170906411274809,-0.7282943027254887,0.99181086363047,<25,M,0
38085.0,1.072614952625943,446.0,8.9,27717.0,21.58,-2.257048985593989,1.3647652772082992,2.0976246163764856,-2.470584448330554,0.7068957814468733,1.8516873771590485,40-60,F,0
-3089.0,-1.8557881100472888,850.0,5.2,4917.0,2.0,3.893400352639039,0.8288480392979924,-0.12052319060684649,2.1321456854545433,3.2103925306621517,2.4606447211703157,40-60,F,0
36094.0,-0.7477238272106312,830.0,8.2,26034.0,9.72,1.7670351808664206,1.1205248887402863,1.5237950857397238,1.2594444427590077,0.4245222268146578,-0.4621650903013128,40-60,F,0
67502.0,-1.3145337180657677,416.0,12.1,1000.0,15.43,0.9619528291871186,3.3170322231021987,-0.7989437435733002,1.711544881906049,0.1584099230163386,-1.453409271877411,40-60,M,1
51481.0,-3.9608132864063013,845.0,12.7,112838.0,2.0,-0.6781819624953668,-1.4855160793754079,-0.5970766617245546,0.8879386854454465,1.5197490400693503,0.7022740018775361,<25,M,0
44006.0,-3.3924047452927,803.0,7.4,24715.0,14.28,-0.1426530195336296,-2.8979886894937037,-0.8966132689962005,-3.3077434641649406,-0.5511441317332995,-0.2933593908901969,25-40,F,1
35821.0,0.4571762609930019,724.0,8.5,2172.0,2.0,1.1499408488337572,-4.057808607312472,-0.6570794376904858,1.4325611513058782,-0.05798058165234443,1.6767943496170126,<25,F,0
42974.0,1.241974533168529,721.0,0.0,1000.0,2.0,2.2993494115427833,0.28153418918684914,0.7834414206285975,-0.2508931785917914,2.466773960916653,-0.745053889496958,>60,M,0
30084.0,0.24308188164467037,850.0,15.8,1000.0,8.7,4.282690219434394,2.084953098271818,-0.18980105884451867,-4.218660623827275,2.6731106845919084,-1.9913899419882874,40-60,M,0
73426.0,-1.1508818785147312,609.0,3.2,21105.0,14.4,-0.5026380561052844,-0.7768577280377805,-0.07985891574095148,-2.329604362491363,-1.1943661296266315,-2.3235776736238787,25-40,M,1
85938.0,-3.6501816638945837,828.0,7.4,40530.0,2.0,3.380963253647118,-0.23180443281223573,-0.7228787287491826,4.217417451888117,0.566242527488305,0.7998650350878631,<25,F,1
63398.0,-0.5886655582492599,754.0,5.8,10399.0,2.0,2.512334544092342,1.0730881924710818,0.6928600560790303,1.1128922067005382,1.1227990248418764,-0.9159368658731577,25-40,M,1
17512.0,-1.3385114420103736,850.0,14.7,1000.0,2.0,6.701196261741904,0.8336790544022616,-0.146259018108199,4.067771153681855,3.9103197857400653,3.8776234187287213,25-40,M,0
78194.0,-2.2204227237743925,453.0,6.5,84283.0,12.68,-3.9834554411603484,-3.2295068334689323,1.9257354204585992,-1.9095646132893465,-1.5115104629391083,-1.412643145579994,40-60,M,0
46645.0,-0.24495790916402127,778.0,9.3,72821.0,20.41,-1.9681246105143504,-3.990033033791052,-0.7743982218435244,-0.9822436264942278,-3.8208185219738127,-1.5652016509988393,40-60,F,0
123207.0,-1.1933271650119401,624.0,0.7,1000.0,2.0,3.7500216773037844,0.8029195971389999,-1.2227861146705767,-1.4875526195839837,0.08792364205035141,0.9768842202390731,>60,F,0
36665.0,-1.2834185383798538,785.0,3.5,1000.0,2.0,2.995574745521606,-1.8955517097603785,1.2084137244324658,1.6704392710601517,1.324155797443213,2.3577279193889025,25-40,M,0
37531.0,-4.249934069437787,850.0,4.1,1000.0,2.0,4.639653932530618,0.34842115735626944,-0.9729954937699533,3.0443567033497883,4.045011584587231,3.8878005454750584,<25,F,0
75197.0,2.6430994904180354,367.0,7.9,1000.0,2.0,-0.9253015511753814,-1.6439101769236895,-0.5238390082906108,-1.8002160301713095,1.5874852616264672,0.6775523391200196,40-60,F,0
18201.0,-0.9757797709522563,846.0,13.9,39001.0,5.42,1.2974016059574407,0.1302593814751436,0.7523038008074016,1.8312602985550455,1.5854172243695785,0.8613414212298429,40-60,M,0
78016.0,-2.964590837848796,487.0,11.9,61161.0,4.87,-3.093469564307802,-4.648106137626954,-0.8990679981798831,-2.817867441726946,-0.5275243486569006,-0.18914525748939992,40-60,M,0
35216.0,-2.197580821624476,850.0,7.7,34250.0,2.0,3.4651780878653735,-2.0239823948043796,-1.256788288513129,2.2196746378951913,0.6672379600538074,1.9140773954174115,40-60,M,0
68226.0,-0.39711458799136556,635.0,13.0,92276.0,9.18,-1.0452123306865717,1.7908060357221522,0.17952317386713232,1.6228602474061513,-0.3160048381123499,0.21759648290248323,25-40,F,0
51250.0,-2.1566740970337976,649.0,5.9,1000.0,26.22,0.5407351041665008,0.5838688261412459,-0.38516047236387346,-1.6326207558413968,-1.921783886017618,-0.9903041633661014,40-60,F,0
66498.0,2.223902782088742,700.0,3.9,34218.0,2.0,0.9851771532594539,1.3620983127119644,1.1437549173666421,-1.2806836006316675,1.2655326501939965,0.05051457606722676,25-40,F,0
50532.0,1.1059802734098514,729.0,11.1,38685.0,13.09,0.6373426707070591,1.933234959694416,0.1881569946699163,0.09842584069371996,-0.1595635807277067,-0.7406095752306625,<25,F,0
50690.0,-1.2968496792290765,703.0,11.4,54990.0,18.82,0.03137163807998919,3.635726084863614,0.30983473767085634,-0.49891624139829427,0.46608923994769935,0.7101276854241203,<25,M,0
61678.0,-1.0967985968750897,763.0,12.3,1000.0,2.0,3.14153217754992,-0.4090501418312198,-0.9369457153125472,2.548298694391913,1.8716570273198614,-1.9795551311483779,<25,F,1
72253.0,-2.869747557315054,792.0,10.4,6654.0,2.0,3.0735882348303436,-0.9716636947666589,-1.5424639907495143,1.631842448447915,0.6656296610473236,1.319643453519707,40-60,M,0
84419.0,-0.9427618605575694,714.0,3.7,1000.0,2.0,3.731911882095342,1.3057836334925805,-0.7375283651361643,-0.6074682094831307,1.1202743279481062,-0.10000236614861913,25-40,M,1
30146.0,-0.45606052641634276,463.0,6.4,49065.0,7.08,-2.58956538201116,-1.1321131990229267,-0.9003833552697547,-0.5113739390157688,2.5327047144028296,0.15895438429677367,40-60,F,0
87409.0,-1.0007195605913553,664.0,5.0,1000.0,2.0,2.0025687955714213,-0.47218414889626115,-1.0098805063787475,-2.224645535233172,0.49835555794614383,0.02093509481277378,>60,F,1
62247.0,-1.281977779437445,821.0,1.7,31199.0,2.0,1.9051311782765645,-5.121916133513718,1.5872520785753697,2.656576121852004,-0.6165142323284343,2.2845679455494743,25-40,M,0
50888.0,-1.4967837939355229,850.0,3.0,20384.0,3.55,2.652840756592904,2.144723321735608,-0.4244799326578112,0.03391517309568626,1.8752805117005362,-1.144200622017148,25-40,F,1
82085.0,-3.2256168052993925,743.0,5.5,32112.0,2.0,2.0116694018851495,-2.55749830727114,-0.3189724853032056,1.8110956542965297,0.7401961157150465,1.7230737582381894,40-60,F,0
42586.0,0.8472398085626889,540.0,10.8,26234.0,22.16,-1.1542554084142616,2.1296693089276593,0.7264439331791974,-1.617947983926606,0.08617395606236566,0.7248438012753486,25-40,M,0
50032.0,4.206813475096891,562.0,5.5,1000.0,15.05,0.03117571635226703,0.7986598439954442,1.1682709194506562,-3.3506625564481185,0.0659724841146061,-0.3477405826376021,<25,F,0
60727.0,1.714864803241203,850.0,3.3,1000.0,2.0,4.45909158917848,2.8812044708893207,2.0109256594431257,-4.915070296653783,2.8597064059407415,-1.2147605780414703,25-40,M,0
67108.0,2.6218216398669343,697.0,16.3,36252.0,7.52,0.4028926382586815,0.8472138001067154,-0.6318306898959459,-1.579813733452269,-0.16423402842261692,-1.4163628379986979,25-40,M,0
72571.0,-0.37101870247724467,850.0,5.0,27676.0,2.0,5.734703585815245,4.294232171203227,1.2866773277843486,-0.9400952372870818,1.1099145023178385,-2.990937579708306,>60,M,0
30566.0,-1.5941407928796383,850.0,13.2,52102.0,23.21,-0.8940474881424447,-3.3737409612406344,0.11308601900224505,-1.3417149133630923,-3.0328176288035507,-1.7151687316729576,40-60,F,1
40797.0,1.417595882217645,753.0,12.4,95985.0,2.0,-2.0454232194733173,-5.696373790181233,-0.02787534671063907,1.3527155283478445,-1.4850950496589146,-0.18424593513394538,40-60,F,0
17057.0,-0.08537003712347724,790.0,6.8,1000.0,24.6,2.2435825964567884,3.6745897209323095,-0.3594215714394631,0.8639149467727647,0.1429378445642704,-1.0665754785853596,>60,M,0
28408.0,-2.378895053402933,850.0,0.0,33673.0,2.0,2.768771919281558,0.45903381659545106,-0.6293000147553776,1.615523252521141,2.0720624933762606,1.2426075484462422,40-60,M,0
88856.0,1.2286982971642872,343.0,7.5,38444.0,2.0,-1.4515277148628933,-0.4048095335748152,0.21557115552677014,-1.1097803903121675,2.2027648263861046,2.592735526263073,25-40,F,0
83234.0,-1.821679022677713,697.0,13.0,112383.0,16.67,-1.2357589913403297,1.7250349572343087,-0.5449626250762457,2.2939494739653967,-2.7540346935208753,-1.9485013875731303,>60,M,0
51097.0,-0.9668045435922986,793.0,4.7,3446.0,2.0,2.604630481877204,-1.5084525307123826,-1.5614131712965469,0.9916844135846502,1.8142976774297979,0.5630747094770086,40-60,F,1
9572.0,-0.8995262609014751,850.0,6.6,53842.0,5.37,0.6298820289325283,-0.7742814749770506,0.2483509978696359,1.2922073215603231,1.793060684588185,0.9443996677186869,40-60,F,0
32360.0,-0.45533008460688806,850.0,11.3,1000.0,7.09,3.944756581733084,-1.4627003790521884,0.24920819138088382,1.9432524560520819,-1.47743774719435,1.269677731890863,>60,M,0
79341.0,0.8258016222418771,575.0,2.2,1000.0,5.56,1.601533887338901,1.7931882995555957,-0.2930022241229975,1.1118142953087125,-0.25222039554793474,-2.4153780894286805,25-40,F,1
56866.0,-2.8699340720104947,850.0,6.9,1000.0,2.0,3.8269817679001257,-3.913731276357078,0.5563653889746749,2.1032886303631395,1.0812215558734934,3.431202508610625,<25,M,0
52812.0,-1.0575948047827421,743.0,7.1,1000.0,5.89,2.5983790882666664,1.5502216530093098,0.3666532027320892,-1.3457973063161632,1.7669078261272237,-1.0320135173640683,25-40,F,1
-10151.0,-1.324632143865995,850.0,6.7,1000.0,3.37,6.862910158357883,1.968224064829407,-0.9992252288062643,2.377230991343232,3.109717928397886,3.5221045075909214,25-40,F,0
61837.0,-1.093137738068696,729.0,0.0,1000.0,2.0,2.5468374143880856,0.7434643708359528,1.788386586237914,-1.4534411442297617,2.377229273496959,-0.7384524886343515,40-60,F,0
20388.0,-0.003347621203271145,717.0,12.9,20656.0,13.05,-0.14401108538940774,-1.6212580179926808,0.2950731721805789,0.05686454160875509,0.03832444112570099,0.2672912195732189,>60,M,0
26880.0,-2.1507909370599907,850.0,12.4,2296.0,2.0,3.513188980734049,-1.7307811391820402,0.060867413527574896,1.6920613063170822,3.0450276786666266,2.970455952202992,<25,F,0
77717.0,-2.746469006370231,355.0,9.4,1000.0,2.0,-0.7250299654859153,-3.492463598363597,-1.070346370480293,-0.5960563207547027,2.3087854173849807,2.132538289895539,40-60,M,0
48500.0,-0.6978331828058111,465.0,12.3,1000.0,6.91,1.8523192721738035,0.8752465098819023,1.1405368626974044,2.207116019164549,1.502208189515403,-5.638572706709562,25-40,M,1
40597.0,2.4989784899143785,701.0,16.3,11047.0,21.51,0.5841879203825875,2.21461721805243,0.334713710417079,-1.4003936556537462,-0.8064503585431797,-0.24271585077825208,25-40,M,0
21552.0,-1.1570384254014192,830.0,7.2,29921.0,11.58,0.6074349031620114,-0.9753052078611161,-0.587269242770945,-0.31361483649232236,0.5621861498287071,0.263689201141049,<25,F,0
54959.0,-2.194504686483583,734.0,9.6,32975.0,2.0,1.2087639738033282,-1.9783249813969026,1.8320688699930385,1.4917798703102558,1.2464619243746915,1.5111070935300952,25-40,M,0
24186.0,0.5978536445416783,777.0,21.1,56975.0,15.2,-0.45814337517768267,1.2540218410639672,-0.505443825442201,-1.0863547377097287,1.297519931236336,-1.2003018289699572,>60,F,0
30372.0,-0.5431699619989856,810.0,0.5,1000.0,12.88,2.2127731597154088,-0.8296872708919563,-0.21477077293742206,-0.5601286797925901,-0.5605592061799329,1.9662899162527854,25-40,F,1
66531.0,-1.3176298335819232,476.0,0.0,23106.0,10.5,-1.3308059823019187,-0.9786110124304839,-0.3569129943265954,-0.7844908331941522,-0.028108199608976703,-2.525664657099594,40-60,M,1
92811.0,-1.8114979004103522,777.0,10.6,42054.0,7.49,0.7741838365350445,-0.870806904762651,1.2175763113577247,-1.972870910636181,-1.725840736404861,-3.009812628605372,40-60,F,1
21271.0,1.9161749802164918,684.0,9.3,22580.0,27.72,-0.4552321326628554,3.137265386314319,0.7337492991750596,-2.6657812397552876,0.39223655476179253,0.8704934463933922,25-40,M,0
52399.0,2.0472832170522626,850.0,9.8,2418.0,3.01,5.060376087501277,2.535732991398716,0.16509893557043223,-2.1449541536512395,1.01840688689105,-3.415567402062411,>60,F,0
86749.0,-1.1504793916629088,548.0,6.5,67023.0,2.0,-0.8549677029360581,-2.8000049552656465,-0.05326325321391308,1.4730854531963824,0.503488202455675,0.023456202705574025,>60,F,0
59415.0,-2.997250627315854,753.0,4.3,9622.0,14.8,0.9661783758004603,0.06021545561534092,-2.45835598923604,-2.316340404760965,-0.27768663116277015,-1.458132301964702,25-40,M,1
107780.0,1.415117305767553,850.0,4.3,1000.0,2.0,7.413791557544161,0.7891124548590494,-0.8619019917246398,-1.9194136910042294,1.6690269379482445,-4.2943792512504455,25-40,F,0
62886.0,-1.3424803893416757,773.0,10.0,1000.0,2.0,2.1239705937841977,-2.1090969289032198,0.1536975127412284,-1.2020619467294522,0.5086464067783278,1.0541803252683395,25-40,M,1
46971.0,3.274998052825681,548.0,10.3,9184.0,9.95,-0.6291674524031069,0.8917662897582876,0.8813483352429998,-3.824150368067072,1.786365280753074,1.0311488031084317,25-40,M,0
70063.0,0.37498870867001555,850.0,9.1,1000.0,2.0,5.487170830498636,1.5950085007739592,-0.5745668281452552,0.44040778714381035,2.2759859139553145,-2.328834307804218,<25,F,0
66132.0,-0.26497926360323953,814.0,8.1,1000.0,2.0,4.0448105939071235,1.5924130715380467,-1.9065473621380151,-2.018051075686995,4.280708628925729,0.8926343475592755,40-60,M,0
